attendance,study_hours,assignments,gpa,participation,risk_level
52,4,47,9.74,1,1
72,1,76,6.55,9,0
90,0,64,6.03,7,0
64,2,92,9.13,9,0
95,3,81,7.71,2,0
83,2,54,6.01,5,0
46,4,54,9.71,10,1
63,1,75,5.49,4,1
65,0,49,7.71,9,1
99,4,75,7.28,1,0
56,3,58,9.76,10,1
83,5,99,5.64,7,0
40,0,42,6.24,6,1
64,6,89,9.62,9,0
56,2,77,9.71,5,0
75,4,36,8.98,10,0
40,4,99,6.79,5,1
47,2,52,9.09,4,1
42,6,62,7.16,5,1
79,1,79,7.22,9,0
46,3,94,7.7,2,0
56,0,44,8.23,5,1
67,1,74,9.3,4,0
59,4,87,6.89,5,0
68,4,83,9.98,10,0
59,5,34,7.83,10,1
42,5,82,4.49,5,1
52,6,82,6.17,4,0
69,5,59,7.65,3,0
51,6,70,9.96,6,0
84,0,31,4.73,7,1
50,5,44,7.27,5,1
83,3,45,6.71,5,0
90,3,46,6.13,6,0
81,5,38,8.53,5,0
54,3,80,6.69,10,1
83,2,90,4.23,2,0
82,2,66,4.82,3,0
65,4,93,7.79,2,0
80,6,37,5.29,4,0
44,2,44,5.66,1,1
64,3,79,9.3,8,0
52,3,91,8.03,10,0
53,2,50,4.67,10,1
41,3,31,4.46,5,1
60,4,91,5.46,9,0
78,5,59,7.7,7,0
63,4,58,5.51,3,1
49,0,71,7.46,5,1
81,3,37,6.64,1,0
62,5,48,5.65,10,1
89,4,49,9.46,10,0
41,6,73,4.37,1,1
74,2,50,7.32,2,0
77,1,32,7.01,10,1
40,6,54,7.78,7,1
58,1,36,6.8,6,1
84,1,33,4.96,3,1
48,4,35,7.48,6,1
83,2,73,9.56,4,0
75,5,30,6.1,7,0
96,6,36,7.79,5,0
52,4,97,5.55,3,0
75,2,95,4.14,2,0
95,2,66,4.37,7,0
85,1,63,7.05,4,0
94,1,30,8.27,10,0
70,6,54,7.38,2,0
41,1,66,4.77,8,1
54,2,98,4.84,2,1
42,6,58,6.66,5,1
93,1,54,8.63,3,0
82,3,48,4.59,7,0
100,4,51,7.19,3,0
75,0,63,6.66,7,1
94,0,62,4.08,6,0
96,6,50,7.31,5,0
98,6,93,6.67,5,0
54,0,55,8.56,4,1
79,1,48,7.43,4,0
67,6,98,7.22,3,0
53,5,33,4.07,7,1
53,0,39,6.92,3,1
67,5,91,8.67,4,0
56,4,92,8.59,9,0
43,4,78,4.5,8,1
85,4,93,8.45,8,0
90,6,90,7.15,9,0
69,0,83,9.35,5,0
79,5,69,7.48,7,0
50,1,44,9.5,4,1
96,6,36,6.57,8,0
48,2,95,8.52,3,0
66,6,73,5.69,1,0
77,1,45,4.61,1,1
93,3,42,6.93,6,0
56,0,30,9.12,4,1
67,2,84,9.9,10,0
98,2,37,5.07,1,0
51,1,80,9.97,1,1
55,5,46,7.28,8,1
98,3,64,8.7,4,0
71,3,32,6.1,10,1
86,6,38,8.42,3,0
46,4,86,8.27,3,0
50,2,89,9.78,3,0
83,1,75,4.02,9,0
92,4,71,8.21,2,0
63,3,36,9.74,8,1
67,3,71,5.87,1,0
50,0,66,6.03,3,1
86,2,88,9.01,5,0
71,3,77,6.27,9,0
73,6,59,9.08,5,0
95,1,96,5.02,4,0
62,0,33,7.22,7,1
85,6,32,7.2,6,0
42,4,71,8.05,8,1
76,2,54,6.16,9,0
100,1,51,4.76,2,0
72,3,75,8.41,4,0
68,1,71,4.5,1,1
66,5,93,5.02,2,0
47,5,88,9.97,9,0
79,3,85,6.86,2,0
71,5,100,6.86,5,0
80,5,99,7.13,2,0
90,1,66,7.42,2,0
95,4,94,7.85,6,0
58,0,67,8.93,10,1
96,4,55,8.9,10,0
57,6,72,6.83,6,0
93,5,42,9.27,9,0
73,3,74,6.61,7,0
58,0,97,6.95,5,1
84,2,56,4.49,8,0
49,0,94,9.31,1,1
70,1,59,8.03,4,1
65,0,49,9.98,8,1
53,1,32,8.2,5,1
68,2,89,8.84,10,0
46,1,51,8.23,10,1
43,4,76,4.97,3,1
54,0,39,7.8,5,1
85,0,83,9.52,7,0
100,2,64,4.99,1,0
43,2,77,4.99,6,1
53,3,77,9.33,2,0
77,5,85,9.66,4,0
78,4,41,4.24,7,0
62,4,91,8.92,1,0
94,0,70,4.69,3,0
55,5,96,8.53,5,0
69,0,52,4.95,10,1
61,0,80,9.49,10,1
70,2,100,8.86,7,0
98,2,63,5.04,8,0
69,4,30,9.61,10,0
91,3,42,4.79,5,0
99,5,47,4.23,5,0
45,3,80,9.34,9,1
45,6,41,8.86,8,1
64,3,49,4.94,1,1
58,1,99,5.25,6,1
64,6,56,9.4,8,0
93,3,34,8.86,3,0
74,3,70,4.76,4,0
87,5,81,5.18,6,0
90,0,43,5.96,9,1
64,3,92,7.1,1,0
44,0,38,4.85,3,1
100,3,46,5.4,9,0
82,1,65,8.75,9,0
78,2,82,8.31,10,0
70,5,56,8.2,4,0
94,2,36,8.84,9,0
49,2,36,4.97,9,1
77,6,98,5.83,10,0
56,3,54,6.08,3,1
64,1,75,6.15,3,1
78,4,88,4.5,1,0
45,0,82,9.32,10,1
44,0,50,6.15,1,1
95,6,72,7.97,2,0
54,4,83,4.75,9,1
77,0,84,7.24,7,0
58,4,88,6.92,6,0
64,0,47,8.56,1,1
70,3,51,8.91,4,0
70,3,40,8.9,10,0
63,5,55,8.8,10,0
97,3,76,8.18,10,0
58,0,77,4.96,3,1
71,0,74,7.4,5,0
41,0,30,6.78,7,1
51,2,83,5.68,3,1
50,4,55,9.42,8,1
64,5,48,5.83,5,0
45,6,77,9.54,9,0
43,1,70,8.62,10,1
49,3,68,7.66,9,1
66,2,37,9.64,6,1
50,6,98,9.38,9,0
85,2,41,8.58,5,0
51,2,45,4.75,6,1
80,2,97,6.77,7,0
43,2,62,9.57,5,1
94,2,98,7.57,1,0
54,0,66,7.63,7,1
61,4,80,6.12,1,0
69,6,69,7.0,7,0
93,4,76,7.81,1,0
62,5,60,7.72,6,0
50,5,34,8.59,8,1
47,6,39,6.97,10,1
66,1,51,6.1,7,1
95,1,93,6.47,8,0
77,4,71,8.55,9,0
57,6,79,6.72,9,0
44,2,37,9.13,10,1
50,1,72,5.31,2,1
49,4,31,9.16,9,1
56,5,68,6.27,8,0
74,6,53,8.44,8,0
79,3,59,5.57,5,0
95,2,87,4.88,8,0
94,3,94,9.17,8,0
82,5,79,8.35,7,0
99,3,65,7.68,6,0
99,6,56,8.7,7,0
43,4,67,7.97,9,1
45,3,82,4.04,1,1
65,4,95,7.52,4,0
48,5,36,5.25,6,1
85,2,75,6.24,10,0
93,5,86,5.16,8,0
81,2,61,8.91,8,0
70,6,94,5.02,2,0
93,5,82,6.26,9,0
44,5,89,8.35,6,0
89,4,53,9.46,5,0
66,3,42,8.12,1,1
93,0,71,9.02,9,0
93,6,61,4.09,1,0
54,0,47,4.34,2,1
54,0,83,5.67,3,1
71,4,55,4.87,5,0
82,4,45,6.52,1,0
98,4,45,4.61,8,0
51,2,46,5.88,7,1
49,6,78,4.28,6,0
50,2,70,6.29,5,1
48,4,43,6.6,10,1
61,3,81,8.2,10,0
84,1,71,9.02,4,0
45,1,83,4.49,6,1
95,5,68,7.92,5,0
64,0,30,6.07,6,1
60,5,52,7.37,6,0
88,6,43,8.62,8,0
76,6,60,9.14,2,0
54,2,91,8.33,6,0
77,3,44,5.99,1,0
62,0,32,9.78,5,1
71,3,41,7.63,10,1
56,4,58,9.97,9,0
49,1,84,6.77,9,1
50,0,81,8.57,10,1
56,4,84,7.37,6,0
40,5,41,7.24,10,1
62,2,55,6.86,4,1
75,4,65,7.4,10,0
70,1,95,5.9,3,0
75,0,88,8.25,4,0
100,5,73,5.95,7,0
68,0,74,8.17,2,1
96,4,51,9.51,2,0
58,2,50,4.57,10,1
56,0,99,5.04,9,1
82,5,46,8.93,4,0
89,3,93,4.09,8,0
47,2,68,4.32,1,1
40,6,77,8.98,3,0
94,6,96,6.02,6,0
96,4,77,4.31,6,0
80,6,86,6.3,10,0
98,4,69,5.1,1,0
62,2,54,6.6,8,1
43,5,40,5.4,5,1
49,4,48,4.93,8,1
73,3,73,5.35,10,0
65,4,35,6.58,6,1
63,4,34,7.28,3,1
64,6,30,4.22,9,1
74,3,70,6.36,4,0
53,6,95,9.64,9,0
42,3,41,9.07,7,1
56,1,75,6.93,8,1
97,2,72,5.88,9,0
98,4,74,4.46,2,0
63,2,87,4.64,8,0
69,4,38,5.42,6,1
87,0,64,4.94,6,0
62,4,45,5.8,9,1
45,0,58,5.2,4,1
69,5,70,5.28,5,0
83,4,42,8.8,3,0
70,3,68,7.23,8,0
81,2,35,5.05,4,1
66,0,32,5.97,5,1
94,4,44,8.57,8,0
90,1,65,8.06,8,0
100,5,64,8.72,7,0
89,1,85,6.96,9,0
73,2,99,4.3,9,0
62,4,72,8.76,5,0
83,1,80,6.71,9,0
66,4,77,6.83,3,0
48,5,57,7.08,2,1
74,1,46,6.82,2,1
47,1,77,4.55,8,1
97,2,38,5.12,6,0
99,0,72,8.94,6,0
61,4,72,6.75,2,0
79,4,31,6.37,4,0
94,5,70,5.76,9,0
59,6,49,9.35,4,0
59,5,79,8.49,10,0
79,5,80,6.56,4,0
41,5,47,6.01,9,1
95,3,61,6.28,2,0
98,2,32,5.1,4,0
64,0,49,4.25,2,1
50,5,73,7.79,2,0
73,1,79,9.75,6,0
58,6,61,9.3,3,0
50,5,50,6.1,6,1
40,4,58,6.27,4,1
69,0,68,5.08,3,1
75,0,43,4.85,3,1
46,0,84,6.82,6,1
43,0,74,5.43,3,1
44,3,53,9.25,3,1
98,3,72,9.9,9,0
56,3,51,6.34,10,1
81,4,87,6.64,4,0
51,6,76,9.04,5,0
99,5,63,7.9,6,0
97,1,80,4.24,10,0
81,3,77,8.03,9,0
61,0,42,9.96,9,1
51,3,60,9.04,10,1
57,0,81,4.02,6,1
59,0,85,7.45,9,1
77,6,41,5.42,5,0
87,3,97,6.91,4,0
50,2,36,5.7,9,1
85,6,93,6.51,1,0
77,3,55,5.8,2,0
95,3,80,5.88,10,0
76,1,98,7.81,5,0
73,1,71,4.96,7,1
75,2,41,4.88,7,1
89,4,80,4.36,5,0
99,1,72,5.59,2,0
55,2,76,6.29,3,1
69,5,59,9.42,7,0
93,1,86,4.08,5,0
97,5,95,5.17,4,0
46,4,45,7.01,5,1
68,3,55,6.83,5,0
69,5,79,7.55,3,0
76,1,43,9.26,9,0
45,2,75,8.8,9,1
77,0,45,6.27,3,1
74,3,60,8.19,10,0
79,6,61,4.13,5,0
49,6,40,4.76,10,1
66,0,94,6.65,10,0
45,1,32,5.88,1,1
65,2,86,5.89,3,0
43,5,35,9.68,3,1
79,1,76,7.17,2,0
58,1,39,5.72,8,1
57,1,54,9.3,9,1
68,4,70,6.44,7,0
72,6,66,4.39,8,0
48,0,31,8.11,4,1
100,6,68,8.92,5,0
97,4,84,7.33,8,0
41,4,60,4.32,9,1
60,1,31,8.54,2,1
83,6,34,5.53,8,0
58,1,76,5.13,3,1
48,0,65,5.64,7,1
44,6,46,8.39,5,1
98,3,92,9.9,9,0
44,3,41,5.56,9,1
82,0,69,7.0,6,0
80,6,38,9.56,7,0
57,6,85,8.86,3,0
72,3,74,8.73,5,0
97,0,49,5.12,8,0
83,6,74,5.53,9,0
56,1,41,5.37,10,1
53,1,90,7.68,6,1
71,0,42,8.91,6,1
72,5,62,7.56,2,0
61,6,53,4.53,6,0
72,1,40,6.6,10,1
100,0,90,9.86,5,0
84,1,68,8.25,7,0
64,3,41,5.14,1,1
65,2,90,6.66,1,0
97,6,83,8.67,9,0
43,6,74,6.3,5,1
87,3,67,9.17,5,0
93,6,58,5.31,5,0
62,0,70,5.91,1,1
98,0,43,7.44,8,0
72,3,73,5.78,3,0
63,2,93,5.44,6,0
55,2,89,7.67,5,0
87,5,87,8.32,2,0
63,2,37,7.05,3,1
50,0,90,8.69,5,1
92,0,74,4.54,2,0
47,6,99,5.19,3,0
78,0,81,4.89,2,0
47,1,56,7.94,2,1
41,3,93,7.39,7,1
51,4,66,5.76,5,1
84,2,92,5.98,5,0
47,0,57,9.81,8,1
77,4,94,8.23,5,0
98,5,62,8.84,3,0
89,5,84,5.56,5,0
53,3,62,8.02,4,1
49,3,68,7.14,10,1
40,0,34,7.6,2,1
87,2,34,6.61,7,0
60,2,84,5.33,9,1
73,3,40,8.08,6,0
88,5,73,6.94,10,0
81,6,40,5.09,9,0
52,3,80,6.19,7,1
66,6,37,6.18,10,0
74,1,88,9.16,7,0
84,4,37,7.28,4,0
99,5,99,7.41,2,0
96,0,74,5.12,3,0
79,6,83,4.08,3,0
63,5,34,5.18,8,1
88,0,79,7.15,4,0
95,5,63,6.07,7,0
43,3,99,7.29,10,1
94,6,72,7.94,4,0
97,2,93,7.7,5,0
74,5,85,8.92,1,0
41,2,74,7.89,2,1
43,4,34,9.92,2,1
90,5,62,4.93,4,0
79,4,91,5.49,10,0
45,5,45,6.96,10,1
67,2,55,9.66,7,0
88,2,93,9.95,2,0
45,5,56,4.85,6,1
82,3,95,5.23,3,0
94,5,43,5.39,3,0
75,4,61,4.09,4,0
86,3,35,5.56,2,0
75,3,98,6.47,10,0
60,2,45,7.26,10,1
92,3,76,8.58,7,0
66,0,72,4.97,10,1
91,2,36,6.71,4,0
75,2,70,4.51,4,0
72,1,89,6.47,8,0
75,4,40,5.39,3,0
80,2,42,8.32,5,0
83,1,98,4.74,8,0
40,3,80,4.6,2,1
100,6,43,4.31,4,0
83,3,64,9.46,10,0
96,6,45,7.26,7,0
68,4,85,7.77,8,0
55,2,95,7.45,9,0
51,1,68,6.12,9,1
64,2,55,9.6,3,0
69,6,31,4.41,4,1
75,3,54,4.28,7,1
83,0,45,5.03,10,1
68,1,33,7.96,5,1
43,2,49,5.46,9,1
62,2,100,4.62,2,0
54,0,79,5.61,8,1
69,4,37,8.11,10,0
69,5,66,5.38,6,0
94,0,34,6.65,2,0
92,1,93,4.75,10,0
71,0,52,6.1,10,1
50,1,51,8.51,3,1
84,6,33,7.38,4,0
52,4,81,9.26,10,0
79,5,59,9.09,4,0
84,0,100,7.84,1,0
81,3,85,6.15,6,0
67,1,80,5.59,6,1
71,0,55,7.96,5,1
53,2,83,6.72,4,1
52,0,43,5.88,6,1
51,4,37,6.29,2,1
70,1,32,5.26,2,1
46,4,38,6.98,3,1
85,0,72,4.85,7,0
77,4,43,5.25,9,0
82,0,69,7.26,8,0
84,3,69,9.38,7,0
44,2,70,9.95,5,1
74,1,83,8.98,9,0
51,6,100,6.49,9,0
67,3,71,6.88,4,0
92,5,74,8.73,3,0
73,1,94,5.7,9,0
41,5,41,9.25,7,1
93,3,63,4.14,3,0
73,2,32,4.8,9,1
70,3,65,9.16,4,0
65,4,91,7.12,2,0
46,1,80,8.41,10,1
40,0,78,4.03,4,1
64,5,34,6.62,8,1
62,1,50,4.52,1,1
87,6,82,8.65,7,0
63,5,82,5.07,4,0
42,6,52,8.55,4,1
97,0,72,4.27,5,0
100,2,36,7.26,3,0
58,6,40,4.84,7,1
60,0,31,9.11,6,1
63,2,70,9.75,3,0
48,3,86,8.41,8,0
77,1,63,7.03,8,0
61,1,93,4.91,4,1
63,2,31,6.23,8,1
100,5,72,8.62,9,0
85,6,45,9.48,10,0
63,1,72,5.38,4,1
51,0,55,6.28,3,1
80,5,39,7.51,6,0
98,6,57,6.04,9,0
41,6,42,7.23,2,1
55,2,67,5.89,1,1
70,5,34,4.36,7,1
97,5,93,4.72,6,0
40,6,54,8.61,2,1
100,1,74,4.65,8,0
73,4,34,5.79,4,1
53,6,58,9.02,3,0
43,6,53,4.27,4,1
62,2,48,5.23,5,1
94,5,72,5.12,4,0
69,5,84,4.47,9,0
78,2,47,5.36,2,1
77,1,50,4.72,3,1
61,1,91,9.9,1,0
88,3,31,8.84,6,0
64,2,58,4.46,6,1
77,5,96,7.37,6,0
79,0,41,7.47,10,1
47,1,31,8.88,6,1
40,6,79,5.1,1,1
95,1,85,4.0,8,0
90,1,93,6.37,2,0
83,3,72,9.74,7,0
78,0,77,5.77,8,0
99,6,95,4.51,6,0
72,5,30,5.55,2,1
67,5,91,6.89,10,0
42,6,86,5.78,5,0
50,3,40,9.8,4,1
42,1,96,5.57,6,1
78,4,77,8.41,1,0
78,3,36,6.28,3,1
57,0,70,9.6,2,1
79,1,52,7.64,2,0
74,4,42,5.19,7,0
62,5,32,6.83,8,1
43,5,43,7.51,4,1
69,2,100,6.97,8,0
96,2,68,9.49,2,0
50,0,60,5.27,1,1
65,1,74,5.43,4,1
66,3,73,8.06,7,0
66,6,65,5.83,4,0
74,2,75,5.71,9,0
61,4,57,4.04,6,1
79,4,37,5.19,1,0
53,0,82,4.87,4,1
60,4,32,5.56,3,1
61,0,52,9.32,10,1
95,6,51,9.67,1,0
92,4,52,4.21,9,0
48,0,94,6.91,8,1
49,5,65,7.33,2,1
65,3,64,4.19,10,1
91,2,57,9.01,3,0
89,1,34,6.96,9,0
78,0,60,9.6,10,0
44,4,85,9.78,1,0
94,6,46,9.97,6,0
73,2,87,6.29,2,0
81,4,34,8.54,2,0
55,4,56,8.9,4,1
79,3,61,7.67,2,0
85,2,72,6.18,5,0
70,3,73,4.74,7,0
50,3,72,4.36,2,1
53,0,41,9.68,3,1
51,6,36,8.98,5,1
90,0,91,7.25,2,0
44,4,66,9.62,3,1
42,5,76,8.31,1,1
51,5,61,4.74,2,1
60,5,42,8.04,7,0
91,1,90,8.34,6,0
88,4,54,8.51,10,0
87,1,45,9.86,10,0
45,3,42,7.68,8,1
54,3,94,4.52,7,1
46,6,71,8.05,8,0
65,1,97,5.48,9,0
97,1,47,5.91,8,0
99,5,62,6.15,7,0
85,0,58,6.03,6,0
96,5,48,7.37,8,0
85,5,54,4.15,5,0
55,3,62,7.41,10,1
94,0,84,4.45,7,0
79,5,32,8.72,7,0
72,3,76,7.05,5,0
94,5,51,9.27,6,0
54,2,78,4.13,5,1
74,3,94,4.3,3,0
62,3,45,6.38,3,1
56,3,91,4.53,3,0
88,1,71,5.43,3,0
97,6,57,8.9,3,0
46,4,62,4.46,10,1
76,4,47,5.55,7,0
73,4,76,5.53,5,0
91,1,63,4.21,7,0
58,6,59,4.39,8,0
65,6,74,6.96,6,0
72,3,72,5.88,9,0
50,0,45,7.47,1,1
91,5,33,4.81,1,0
57,3,80,9.28,5,0
81,1,51,8.75,2,0
46,2,56,8.59,5,1
89,0,79,9.58,2,0
53,2,35,8.6,8,1
50,3,89,5.1,3,1
49,1,67,6.8,9,1
42,4,59,9.25,2,1
50,4,47,5.67,2,1
63,2,98,4.35,8,0
68,4,71,4.81,10,0
77,1,68,5.37,4,0
70,6,87,9.49,1,0
51,1,80,6.59,10,1
92,5,35,8.46,1,0
87,1,57,9.28,6,0
45,1,61,7.26,5,1
44,1,33,6.59,4,1
67,6,35,8.08,7,0
52,6,78,8.76,7,0
55,1,78,7.61,9,1
92,2,46,8.11,1,0
92,1,89,4.46,8,0
53,0,70,5.42,7,1
99,5,53,8.44,3,0
77,1,38,9.61,5,1
46,1,36,7.71,9,1
53,0,88,5.23,10,1
94,2,58,8.23,2,0
53,4,71,8.37,9,0
53,5,47,6.48,9,1
57,5,69,9.3,10,0
99,3,36,4.31,6,0
50,0,78,9.12,3,1
73,3,30,7.48,7,1
84,2,76,7.25,4,0
59,4,62,5.31,7,1
60,1,33,9.97,6,1
90,0,39,8.75,7,0
89,3,77,7.41,4,0
85,0,42,4.74,2,1
95,1,83,8.86,10,0
68,5,49,5.39,5,0
46,0,91,8.77,10,1
85,3,100,8.12,10,0
76,6,60,7.22,2,0
88,3,95,6.18,4,0
98,4,40,8.86,9,0
47,1,70,4.3,7,1
59,6,73,5.42,2,0
94,1,55,7.92,1,0
84,3,72,4.99,4,0
42,2,50,4.38,10,1
55,0,67,6.05,1,1
57,5,47,7.3,2,1
70,0,100,5.07,6,0
98,0,75,8.39,5,0
61,3,81,9.74,8,0
72,1,47,9.77,4,1
54,3,64,8.96,5,1
48,4,65,9.16,8,1
94,5,84,7.16,8,0
68,4,54,9.82,4,0
75,1,86,6.37,4,0
53,2,72,6.59,3,1
69,6,62,9.23,5,0
75,5,61,7.59,3,0
81,3,80,8.54,8,0
79,3,85,8.74,1,0
88,6,72,8.84,2,0
87,6,97,5.36,4,0
71,5,48,7.05,5,0
76,4,43,7.22,1,0
87,4,33,5.18,6,0
62,1,55,7.01,1,1
92,4,85,7.48,1,0
72,4,49,6.08,2,0
63,6,75,5.36,2,0
62,1,39,9.3,1,1
100,4,86,8.46,7,0
51,5,88,6.38,7,0
80,6,88,4.02,7,0
85,5,50,8.38,7,0
44,4,32,9.15,3,1
44,0,56,9.58,6,1
68,6,31,4.42,2,1
46,4,98,8.47,9,0
100,5,75,4.24,5,0
72,6,45,8.72,10,0
75,1,97,5.6,5,0
97,6,67,8.21,5,0
64,6,60,5.61,8,0
62,0,53,9.96,1,1
76,0,94,6.08,8,0
85,4,58,7.13,5,0
77,0,66,6.88,2,0
54,4,30,6.23,9,1
82,4,47,8.87,8,0
61,6,79,7.36,2,0
86,0,50,4.98,6,1
70,6,46,5.45,4,0
70,0,45,5.9,4,1
59,2,86,8.11,2,0
65,4,94,8.81,2,0
51,1,50,4.66,1,1
72,1,66,7.07,10,0
56,1,67,5.72,5,1
49,0,99,7.76,2,1
93,1,35,6.98,4,0
54,6,45,5.88,10,1
96,2,30,5.21,10,0
47,5,74,9.86,1,0
67,1,66,9.17,7,0
54,0,32,8.71,4,1
91,3,87,5.47,1,0
89,3,39,4.58,3,0
79,4,61,4.26,2,0
46,5,40,9.72,4,1
58,0,62,8.76,5,1
83,4,72,5.56,6,0
90,2,58,8.15,4,0
52,3,44,9.71,3,1
41,4,51,5.2,2,1
41,2,52,4.87,10,1
79,2,64,4.58,1,0
43,3,80,7.54,3,1
77,3,51,4.88,9,0
81,1,74,8.22,4,0
55,4,89,5.91,1,0
73,2,91,8.99,4,0
77,0,31,7.38,9,1
69,2,72,5.48,6,0
54,3,67,5.43,5,1
48,6,39,5.02,4,1
80,0,44,4.28,7,1
48,6,49,6.93,8,1
79,1,90,6.8,3,0
81,4,79,4.4,7,0
96,0,43,7.59,10,0
49,2,77,7.89,10,1
52,2,66,4.65,4,1
61,1,75,4.74,9,1
85,3,62,9.5,1,0
80,1,33,5.52,3,1
83,0,83,7.38,2,0
78,6,37,9.65,1,0
98,6,31,9.16,10,0
94,2,56,9.57,2,0
97,5,88,8.77,2,0
45,4,76,8.73,3,1
42,6,57,6.8,4,1
63,5,33,6.17,5,1
44,0,79,7.67,2,1
50,5,92,6.45,2,0
86,5,75,9.43,8,0
94,1,58,5.98,8,0
84,3,84,4.92,9,0
93,6,39,5.65,4,0
59,2,31,5.14,6,1
57,6,32,6.55,1,1
83,5,51,9.66,7,0
87,0,91,9.82,6,0
64,3,31,5.03,4,1
87,1,80,9.25,3,0
76,1,45,7.66,3,1
95,6,75,9.36,9,0
67,0,99,7.75,8,0
64,5,55,8.49,8,0
48,2,51,9.07,9,1
71,5,87,5.68,5,0
70,4,39,4.97,8,1
85,4,50,5.33,2,0
80,2,85,4.96,6,0
93,3,31,9.68,2,0
71,4,76,9.92,10,0
72,3,85,6.16,1,0
71,3,75,9.53,8,0
51,0,59,6.15,7,1
77,1,93,9.58,5,0
81,2,44,6.19,1,0
57,6,33,9.94,10,0
86,6,36,5.75,5,0
92,6,62,4.83,6,0
65,3,55,8.24,3,0
94,2,56,9.87,4,0
64,3,61,7.15,9,0
91,6,55,6.11,8,0
92,4,74,5.8,3,0
72,2,88,9.51,6,0
90,5,60,8.5,3,0
63,3,65,9.52,6,0
97,0,100,6.92,10,0
51,4,95,6.66,3,0
67,6,32,6.67,6,0
75,6,75,8.27,9,0
50,4,62,5.36,1,1
77,0,61,5.64,8,1
77,6,65,6.77,4,0
66,0,72,4.09,10,1
87,5,72,5.63,1,0
50,3,39,4.74,1,1
74,5,61,5.63,9,0
89,2,67,7.76,1,0
93,4,63,6.53,6,0
41,2,35,6.4,6,1
97,0,43,8.9,2,0
50,4,98,8.58,2,0
93,0,82,9.48,8,0
42,0,66,7.53,7,1
79,1,71,6.09,10,0
86,6,41,9.28,5,0
46,2,88,9.36,2,1
57,6,91,8.68,9,0
40,1,53,7.62,2,1
75,5,46,4.52,10,0
54,2,82,4.21,7,1
50,1,68,7.01,5,1
76,0,63,9.16,8,0
60,2,83,7.55,9,0
76,5,33,4.21,3,0
93,2,65,9.05,4,0
53,4,94,6.87,8,0
57,4,80,5.77,4,0
98,1,97,5.77,4,0
94,1,32,9.7,8,0
81,4,33,4.8,9,0
93,1,53,4.67,5,0
43,0,97,8.58,2,1
57,6,73,8.33,1,0
75,0,77,8.86,5,0
93,2,43,9.71,7,0
57,4,55,5.64,2,1
47,1,47,5.87,3,1
63,6,37,9.49,8,0
100,1,82,4.94,9,0
68,4,45,9.83,8,0
82,5,74,8.6,3,0
42,5,71,5.12,8,1
47,3,88,6.0,1,1
40,1,85,7.34,9,1
56,3,56,6.11,3,1
88,1,49,6.07,8,0
75,2,76,5.11,8,0
49,6,85,9.16,10,0
90,1,90,9.72,8,0
72,0,39,4.47,5,1
62,1,33,4.79,2,1
43,4,31,8.35,9,1
83,0,59,6.77,6,0
94,4,60,9.23,5,0
94,0,85,8.04,6,0
94,6,33,7.38,9,0
62,5,60,4.03,8,1
80,0,65,5.0,4,1
71,3,59,9.11,9,0
46,0,37,7.24,9,1
100,4,78,8.26,3,0
41,1,84,4.26,7,1
61,1,30,7.5,8,1
99,2,65,4.52,7,0
70,0,32,8.71,10,1
50,0,43,9.44,2,1
79,6,82,9.54,4,0
45,4,59,8.36,5,1
56,5,79,4.46,2,0
78,0,54,8.82,1,0
93,1,74,4.49,2,0
53,4,67,6.59,1,1
49,4,47,4.75,10,1
47,2,57,7.58,7,1
65,5,79,5.82,7,0
46,2,87,6.66,3,1
85,6,83,5.9,8,0
74,5,38,8.18,7,0
61,0,39,4.0,2,1
98,2,85,9.75,9,0
82,4,73,9.35,10,0
49,2,58,7.57,4,1
49,1,32,7.18,10,1
51,4,84,7.17,9,0
42,4,72,4.13,8,1
65,4,79,6.44,1,0
76,4,82,5.12,5,0
59,4,48,7.86,3,1
57,2,47,8.35,9,1
88,5,87,4.96,7,0
64,4,69,7.33,1,0
94,3,47,7.0,3,0
62,5,87,4.72,8,0
52,3,30,9.62,6,1
56,4,47,8.77,8,1
88,6,68,4.98,6,0
89,3,84,4.12,4,0
94,6,42,7.78,10,0
96,5,89,6.02,8,0
86,2,100,4.35,3,0
76,5,56,9.39,9,0
97,2,54,9.64,4,0
89,0,53,6.85,9,0
97,6,49,4.76,2,0
98,0,68,6.33,10,0
52,6,80,7.51,1,0
82,1,36,4.52,2,1
49,3,38,4.16,2,1
63,3,99,9.05,8,0
60,6,39,7.11,3,0
81,0,91,5.03,6,0
46,6,42,6.32,10,1
85,0,56,6.7,10,0
86,5,57,7.54,9,0
99,5,59,9.0,4,0
43,2,91,8.61,1,1
96,3,60,7.99,8,0
73,5,78,4.1,6,0
69,3,40,9.36,7,0
64,6,57,9.58,8,0
41,2,89,6.84,2,1
70,2,74,6.24,6,0
65,1,91,8.17,5,0
56,1,49,7.0,2,1
54,6,84,7.44,2,0
95,2,83,8.97,1,0
65,5,75,5.15,8,0
43,5,52,6.27,5,1
44,4,70,6.37,5,1
65,4,39,6.89,10,1
90,0,74,6.46,6,0
93,6,58,6.26,10,0
45,4,67,8.23,9,1
46,4,60,8.56,3,1
69,2,74,6.11,1,0
40,1,39,9.05,8,1
57,4,74,9.38,2,0
49,3,91,7.7,10,0
89,6,39,6.02,7,0
75,0,49,8.66,7,1
45,4,33,9.76,9,1
70,3,66,4.02,6,0
64,3,56,8.9,8,0
66,0,39,8.88,8,1
49,1,62,7.36,1,1
